semestre;sexo;alumno;asignatura;tipo;ep1;ep2;ea;pf;estado
11;2;1812820145;ATSH112;1;16;17;0;16;A
11;2;1812820148;ATSH112;1;17;16;0;16;A
11;2;1812820149;ATSH112;1;18;16;0;17;A
11;2;1812820150;ATSH112;1;17;17;0;16;A
11;1;1812820151;ATSH112;1;16;16;0;16;A
11;2;1812820153;ATSH112;1;17;17;0;17;A
11;1;1812820154;ATSH112;1;13;18;0;16;A
11;2;1812820155;ATSH112;1;17;17;0;17;A
11;2;1812820157;ATSH112;1;16;17;0;16;A
11;2;1812820158;ATSH112;1;17;16;0;16;A
11;2;1812820159;ATSH112;1;18;0;0;5;A
11;2;1812820160;ATSH112;1;17;17;0;16;A
11;1;1812820161;ATSH112;1;17;16;0;16;A
11;2;1912820101;ATSH112;1;17;17;0;16;A
11;1;1912820135;ATSH112;1;19;17;0;18;A
11;1;1912820160;ATSH112;1;0;0;0;0;A
11;2;1712820101;ATSH113;1;15;17;0;16;A
11;2;1712820104;ATSH113;1;15;19;0;17;A
11;2;1712820108;ATSH113;1;14;19;0;16;A
11;2;1712820117;ATSH113;1;18;19;0;19;A
11;1;1812820103;ATSH113;1;12;12;0;13;A
11;2;1812820105;ATSH113;1;16;15;0;16;A
11;1;1812820107;ATSH113;1;17;19;0;18;A
11;2;1812820109;ATSH113;1;16;19;0;17;A
11;1;1812820111;ATSH113;1;15;14;0;15;A
11;2;1812820113;ATSH113;1;18;18;0;18;A
11;2;1812820116;ATSH113;1;0;16;0;11;A
11;1;1812820117;ATSH113;1;16;17;0;16;A
11;2;1812820118;ATSH113;1;0;0;0;0;A
11;1;1812820119;ATSH113;1;17;19;0;18;A
11;2;1812820120;ATSH113;1;18;18;0;18;A
11;1;1812820122;ATSH113;1;17;18;0;17;A
11;1;1812820123;ATSH113;1;18;19;0;18;A
11;1;1812820124;ATSH113;1;18;19;0;18;A
11;1;1812820125;ATSH113;1;17;18;0;17;A
11;2;1812820126;ATSH113;1;18;18;0;18;A
11;1;1812820128;ATSH113;1;17;19;0;18;A
11;2;1812820129;ATSH113;1;18;19;0;18;A
11;2;1812820130;ATSH113;1;16;17;0;16;A
11;2;1912820124;ATSH203;1;18;15;0;17;A
11;2;1912820142;ATSH203;1;19;18;0;18;A
11;2;1912820144;ATSH203;1;18;18;0;17;A
11;2;1912820145;ATSH203;1;15;14;0;16;A
11;1;1912820146;ATSH203;1;0;0;0;-1;A
11;2;1912820148;ATSH203;1;19;16;0;17;A
11;2;1912820149;ATSH203;1;15;18;0;17;A
11;2;1912820150;ATSH203;1;0;0;0;-1;A
11;1;1912820151;ATSH203;1;17;19;0;18;A
11;2;1912820152;ATSH203;1;18;18;0;17;A
11;1;1912820153;ATSH203;1;0;0;0;-1;A
11;2;1912820154;ATSH203;1;17;14;0;16;A
11;2;1912820155;ATSH203;1;16;16;0;16;A
11;2;1912820156;ATSH203;1;18;19;0;18;A
11;2;1912820157;ATSH203;1;17;18;0;17;A
11;2;1912820158;ATSH203;1;18;18;0;18;A
11;2;1912820161;ATSH203;1;17;19;0;17;A
11;1;1912820162;ATSH203;1;18;16;0;17;A
11;1;1912820163;ATSH203;1;12;15;0;15;A
11;2;1912820164;ATSH203;1;18;16;0;17;A
11;1;1912820165;ATSH203;1;17;19;0;17;A
11;2;1912820166;ATSH203;1;17;0;0;5;A
11;2;1912820167;ATSH203;1;18;16;0;17;A
11;2;1912820168;ATSH203;1;18;19;0;18;A
11;1;1912820169;ATSH203;1;18;19;0;18;A
11;2;1912820170;ATSH203;1;18;18;0;17;A
11;2;1912820171;ATSH203;1;18;19;0;18;A
11;2;1912820172;ATSH203;1;18;15;0;17;A
11;1;1912820173;ATSH203;1;18;19;0;18;A
11;2;1912820174;ATSH203;1;18;18;0;16;A
11;1;1912820175;ATSH203;1;19;19;0;18;A
11;2;1912820176;ATSH203;1;19;19;0;19;A
11;2;1912820178;ATSH203;1;19;19;0;18;A
11;2;1912820179;ATSH203;1;18;19;0;18;A
11;2;1912820180;ATSH203;1;18;15;0;17;A
11;1;1812820127;ATSH204;1;15;11;0;15;A
11;2;1812820135;ATSH204;1;15;10;0;14;A
11;2;1812820137;ATSH204;1;15;10;0;14;A
11;2;1812820138;ATSH204;1;14;10;0;14;A
11;2;1812820145;ATSH204;1;15;2;0;12;A
11;2;1812820148;ATSH204;1;9;11;0;12;A
11;2;1812820149;ATSH204;1;12;12;0;14;A
11;2;1812820156;ATSH204;1;8;9;0;11;A
11;2;1812820159;ATSH204;1;0;0;0;3;A
11;2;1912820101;ATSH204;1;20;15;0;17;A
11;2;1912820102;ATSH204;1;15;5;0;13;A
11;1;1912820103;ATSH204;1;18;11;0;16;A
11;2;1912820104;ATSH204;1;12;4;0;12;A
11;2;1912820105;ATSH204;1;19;9;0;15;A
11;2;1912820107;ATSH204;1;12;13;0;14;A
11;1;1912820108;ATSH204;1;20;11;0;16;A
11;2;1912820109;ATSH204;1;7;11;0;11;A
11;2;1912820110;ATSH204;1;20;12;0;16;A
11;2;1912820111;ATSH204;1;18;16;0;17;A
11;2;1912820112;ATSH204;1;10;8;0;12;A
11;2;1912820114;ATSH204;1;19;7;0;15;A
11;2;1912820115;ATSH204;1;16;14;0;16;A
11;2;1912820116;ATSH204;3;14;12;0;15;A
11;2;1912820117;ATSH204;1;20;20;0;19;A
11;2;1912820118;ATSH204;1;19;20;0;19;A
11;1;1912820120;ATSH204;1;20;7;0;15;A
11;2;1912820121;ATSH204;1;12;20;0;16;A
11;2;1912820122;ATSH204;1;9;11;0;11;A
11;2;1912820123;ATSH204;1;8;15;0;11;A
11;2;1912820125;ATSH204;1;19;11;0;16;A
11;2;1912820126;ATSH204;1;20;20;0;19;A
11;2;1912820127;ATSH204;1;18;10;0;15;A
11;1;1912820128;ATSH204;1;17;19;0;18;A
11;1;1912820129;ATSH204;1;19;11;0;15;A
11;2;1912820132;ATSH204;3;0;0;0;0;A
11;2;1912820133;ATSH204;1;0;0;0;0;A
11;2;1912820134;ATSH204;3;17;7;0;14;A
11;1;1912820135;ATSH204;1;18;7;0;14;A
11;2;1912820136;ATSH204;1;20;20;0;19;A
11;1;1912820137;ATSH204;1;19;18;0;18;A
11;2;1912820138;ATSH204;1;18;10;0;15;A
11;1;1912820139;ATSH204;1;19;8;0;15;A
11;1;1912820140;ATSH204;1;20;11;0;16;A
11;2;1912820152;ATSH204;1;7;11;0;12;A
11;1;1812820127;ATSH205;1;17;13;0;15;A
11;2;1812820133;ATSH205;1;11;15;0;14;A
11;1;1812820134;ATSH205;1;12;8;0;13;A
11;2;1812820135;ATSH205;1;15;9;0;14;A
11;2;1812820137;ATSH205;1;18;20;0;13;A
11;2;1812820145;ATSH205;1;12;11;0;13;A
11;2;1812820149;ATSH205;1;12;9;0;11;A
11;2;1812820153;ATSH205;1;14;7;0;12;A
11;2;1812820156;ATSH205;1;17;15;0;15;A
11;2;1812820160;ATSH205;1;17;11;0;14;A
11;2;1912820101;ATSH205;1;19;18;0;12;A
11;2;1912820102;ATSH205;1;14;12;0;15;A
11;1;1912820103;ATSH205;1;14;19;0;18;A
11;2;1912820104;ATSH205;1;13;10;0;13;A
11;2;1912820105;ATSH205;1;20;20;0;19;A
11;2;1912820107;ATSH205;1;15;20;0;18;A
11;1;1912820108;ATSH205;1;20;18;0;18;A
11;2;1912820109;ATSH205;1;18;10;0;14;A
11;2;1912820110;ATSH205;1;20;20;0;19;A
11;2;1912820111;ATSH205;1;12;20;0;16;A
11;2;1912820112;ATSH205;1;18;11;0;16;A
11;2;1912820114;ATSH205;1;15;20;0;17;A
11;2;1912820115;ATSH205;1;14;14;0;13;A
11;2;1912820116;ATSH205;1;20;18;0;18;A
11;2;1912820117;ATSH205;1;19;20;0;17;A
11;2;1912820118;ATSH205;1;20;20;0;18;A
11;1;1912820120;ATSH205;1;20;20;0;19;A
11;2;1912820121;ATSH205;1;20;20;0;18;A
11;2;1912820122;ATSH205;1;11;17;0;14;A
11;2;1912820123;ATSH205;1;0;16;0;12;A
11;2;1912820124;ATSH205;1;16;12;0;12;A
11;2;1912820125;ATSH205;1;17;19;0;17;A
11;2;1912820126;ATSH205;1;19;20;0;19;A
11;2;1912820127;ATSH205;1;12;20;0;18;A
11;1;1912820128;ATSH205;1;14;14;0;16;A
11;1;1912820129;ATSH205;1;17;17;0;18;A
11;2;1912820133;ATSH205;1;0;0;0;-1;A
11;2;1912820134;ATSH205;1;11;18;0;14;A
11;1;1912820135;ATSH205;1;19;20;0;19;A
11;2;1912820136;ATSH205;1;18;20;0;17;A
11;1;1912820137;ATSH205;1;14;20;0;15;A
11;2;1912820138;ATSH205;1;11;19;0;15;A
11;1;1912820139;ATSH205;1;20;19;0;17;A
11;1;1912820140;ATSH205;1;20;20;0;20;A
11;1;1912820160;ATSH205;1;0;0;0;-1;A
11;2;1912820174;ATSH205;1;0;0;0;-1;A
11;2;1812820148;ATSH206;1;10;18;0;15;A
11;2;1912820102;ATSH206;1;6;18;0;14;A
11;1;1912820103;ATSH206;1;10;18;0;15;A
11;2;1912820104;ATSH206;1;10;18;0;15;A
11;2;1912820105;ATSH206;1;12;20;0;16;A
11;2;1912820107;ATSH206;1;9;18;0;15;A
11;2;1912820109;ATSH206;1;5;16;0;6;A
11;2;1912820110;ATSH206;1;12;18;0;16;A
11;2;1912820112;ATSH206;1;8;16;0;14;A
11;2;1912820114;ATSH206;1;11;18;0;15;A
11;2;1912820115;ATSH206;1;16;20;0;18;A
11;2;1912820116;ATSH206;3;7;18;0;14;A
11;2;1912820117;ATSH206;1;11;18;0;15;A
11;1;1912820120;ATSH206;1;12;20;0;16;A
11;2;1912820121;ATSH206;1;13;18;0;16;A
11;2;1912820122;ATSH206;1;6;8;0;11;A
11;2;1912820124;ATSH206;1;10;18;0;14;A
11;2;1912820125;ATSH206;1;13;20;0;16;A
11;2;1912820126;ATSH206;1;11;18;0;15;A
11;1;1912820128;ATSH206;1;10;18;0;15;A
11;1;1912820129;ATSH206;1;14;20;0;17;A
11;2;1912820132;ATSH206;1;10;16;0;14;A
11;2;1912820133;ATSH206;1;0;0;0;0;A
11;1;1912820135;ATSH206;1;12;20;0;16;A
11;2;1912820136;ATSH206;1;11;18;0;15;A
11;1;1912820137;ATSH206;1;10;14;0;13;A
11;2;1912820138;ATSH206;1;13;20;0;16;A
11;1;1912820139;ATSH206;1;12;20;0;16;A
11;1;1912820140;ATSH206;1;12;18;0;16;A
11;2;1912820142;ATSH206;1;15;18;0;16;A
11;1;1912820146;ATSH206;1;0;0;0;0;A
11;2;1912820158;ATSH206;1;11;18;0;16;A
11;1;1912820169;ATSH206;1;11;18;0;15;A
11;2;1912820174;ATSH206;1;0;0;0;0;A
11;2;1912820176;ATSH206;3;13;16;0;16;A
11;2;1912820101;ATSH207;1;20;12;0;16;A
11;2;1912820102;ATSH207;1;17;14;0;16;A
11;1;1912820103;ATSH207;1;19;18;0;18;A
11;2;1912820104;ATSH207;1;17;16;0;16;A
11;2;1912820105;ATSH207;1;20;20;0;18;A
11;2;1912820107;ATSH207;1;17;20;0;17;A
11;1;1912820108;ATSH207;1;20;18;0;17;A
11;2;1912820109;ATSH207;1;15;10;0;14;A
11;2;1912820110;ATSH207;1;20;18;0;18;A
11;2;1912820112;ATSH207;1;14;14;0;14;A
11;2;1912820114;ATSH207;1;16;20;0;17;A
11;2;1912820115;ATSH207;1;16;18;0;17;A
11;2;1912820116;ATSH207;1;19;18;0;18;A
11;2;1912820117;ATSH207;1;20;18;0;18;A
11;2;1912820118;ATSH207;1;20;18;0;18;A
11;1;1912820120;ATSH207;1;20;20;0;18;A
11;2;1912820121;ATSH207;1;20;20;0;18;A
11;2;1912820122;ATSH207;3;13;16;0;15;A
11;2;1912820123;ATSH207;3;13;14;0;15;A
11;2;1912820125;ATSH207;1;17;6;0;13;A
11;2;1912820126;ATSH207;3;20;18;0;18;A
11;2;1912820127;ATSH207;1;19;12;0;15;A
11;1;1912820128;ATSH207;1;17;18;0;17;A
11;1;1912820129;ATSH207;1;19;20;0;18;A
11;2;1912820132;ATSH207;1;14;12;0;14;A
11;2;1912820133;ATSH207;1;0;0;0;-1;A
11;2;1912820134;ATSH207;1;17;20;0;17;A
11;1;1912820135;ATSH207;1;18;18;0;17;A
11;2;1912820136;ATSH207;1;20;18;0;17;A
11;1;1912820137;ATSH207;1;16;18;0;17;A
11;2;1912820138;ATSH207;1;20;18;0;18;A
11;1;1912820139;ATSH207;1;20;18;0;18;A
11;1;1912820140;ATSH207;1;20;20;0;18;A
11;2;1712820101;ATSH208;1;17;13;0;15;A
11;2;1712820102;ATSH208;1;0;0;0;0;A
11;1;1812820103;ATSH208;1;10;15;0;14;A
11;2;1812820115;ATSH208;1;17;18;0;18;A
11;2;1812820131;ATSH208;1;16;19;0;19;A
11;2;1812820132;ATSH208;1;15;19;0;18;A
11;1;1812820136;ATSH208;1;16;7;0;10;A
11;2;1812820140;ATSH208;1;16;20;0;19;A
11;2;1812820141;ATSH208;1;16;18;0;17;A
11;1;1812820142;ATSH208;1;14;16;0;16;A
11;2;1812820143;ATSH208;1;18;18;0;18;A
11;2;1812820148;ATSH208;1;20;18;0;19;A
11;2;1812820150;ATSH208;1;16;6;0;10;A
11;1;1812820151;ATSH208;1;17;7;0;12;A
11;2;1812820153;ATSH208;1;16;16;0;18;A
11;1;1812820154;ATSH208;1;17;15;0;16;A
11;2;1812820155;ATSH208;1;12;15;0;14;A
11;2;1812820157;ATSH208;1;16;12;0;13;A
11;2;1812820158;ATSH208;1;17;17;0;18;A
11;1;1812820161;ATSH208;1;17;18;0;19;A
11;1;1912820103;ATSH208;1;20;19;0;20;A
11;1;1912820108;ATSH208;1;15;5;0;10;A
11;2;1912820109;ATSH208;1;10;0;0;3;A
11;2;1912820117;ATSH208;1;20;20;0;20;A
11;2;1912820118;ATSH208;3;20;20;0;20;A
11;2;1712820101;ATSH209;1;17;14;0;16;A
11;2;1712820102;ATSH209;1;0;0;0;-1;A
11;2;1712820104;ATSH209;1;17;18;0;17;A
11;2;1712820108;ATSH209;1;15;16;0;16;A
11;2;1712820116;ATSH209;1;15;14;0;11;A
11;1;1812820101;ATSH209;1;17;15;0;16;A
11;2;1812820104;ATSH209;1;17;15;0;16;A
11;1;1812820106;ATSH209;1;20;19;0;19;A
11;1;1812820107;ATSH209;1;16;17;0;17;A
11;2;1812820109;ATSH209;1;19;16;0;17;A
11;2;1812820110;ATSH209;1;17;19;0;17;A
11;1;1812820111;ATSH209;1;13;13;0;14;A
11;2;1812820112;ATSH209;1;19;20;0;19;A
11;2;1812820113;ATSH209;1;18;18;0;18;A
11;2;1812820116;ATSH209;1;14;14;0;14;A
11;1;1812820117;ATSH209;1;13;11;0;13;A
11;2;1812820118;ATSH209;1;0;0;0;-1;A
11;1;1812820119;ATSH209;1;15;15;0;15;A
11;2;1812820120;ATSH209;1;17;14;0;17;A
11;2;1812820121;ATSH209;1;16;16;0;17;A
11;1;1812820122;ATSH209;1;17;16;0;16;A
11;1;1812820123;ATSH209;1;15;18;0;17;A
11;1;1812820125;ATSH209;1;15;15;0;15;A
11;2;1812820126;ATSH209;1;14;16;0;15;A
11;2;1812820129;ATSH209;1;16;16;0;16;A
11;2;1812820130;ATSH209;1;15;15;0;15;A
11;2;1712820102;ATSH210;1;0;0;0;0;A
11;1;1812820101;ATSH210;1;15;16;0;15;A
11;1;1812820103;ATSH210;1;6;15;0;12;A
11;2;1812820104;ATSH210;1;17;16;0;16;A
11;2;1812820105;ATSH210;1;15;14;0;15;A
11;1;1812820106;ATSH210;1;14;17;0;15;A
11;1;1812820107;ATSH210;1;9;14;0;13;A
11;2;1812820109;ATSH210;1;19;15;0;16;A
11;2;1812820110;ATSH210;1;14;15;0;15;A
11;1;1812820111;ATSH210;1;15;15;0;15;A
11;2;1812820112;ATSH210;1;14;16;0;15;A
11;2;1812820113;ATSH210;1;15;14;0;14;A
11;2;1812820116;ATSH210;1;0;15;13;14;A
11;2;1812820118;ATSH210;1;13;0;0;4;A
11;1;1812820119;ATSH210;1;19;14;0;16;A
11;2;1812820120;ATSH210;1;15;15;0;15;A
11;2;1812820121;ATSH210;1;12;14;0;13;A
11;1;1812820122;ATSH210;1;14;14;0;14;A
11;1;1812820123;ATSH210;1;17;14;0;15;A
11;1;1812820124;ATSH210;1;15;14;0;14;A
11;2;1812820126;ATSH210;1;15;14;0;14;A
11;1;1812820128;ATSH210;1;15;16;0;16;A
11;2;1812820129;ATSH210;1;13;15;0;14;A
11;1;1812820103;ATSH301;1;8;15;0;14;A
11;2;1812820115;ATSH301;1;17;17;0;17;A
11;1;1812820127;ATSH301;1;19;15;0;17;A
11;2;1812820131;ATSH301;1;19;18;0;18;A
11;2;1812820132;ATSH301;1;18;15;0;17;A
11;2;1812820133;ATSH301;1;18;15;0;17;A
11;1;1812820134;ATSH301;1;18;18;0;18;A
11;2;1812820135;ATSH301;1;18;14;0;16;A
11;1;1812820136;ATSH301;1;19;17;0;18;A
11;2;1812820137;ATSH301;1;20;18;0;18;A
11;2;1812820138;ATSH301;1;18;18;0;18;A
11;2;1812820140;ATSH301;1;19;19;0;18;A
11;2;1812820141;ATSH301;1;20;19;0;19;A
11;2;1812820143;ATSH301;1;19;13;0;16;A
11;2;1812820145;ATSH301;1;19;18;0;18;A
11;2;1812820148;ATSH301;1;14;17;0;16;A
11;2;1812820149;ATSH301;1;19;17;0;18;A
11;2;1812820150;ATSH301;1;18;15;0;16;A
11;1;1812820151;ATSH301;1;17;18;0;17;A
11;2;1812820153;ATSH301;1;18;17;0;17;A
11;1;1812820154;ATSH301;1;18;18;0;18;A
11;2;1812820155;ATSH301;1;19;18;0;18;A
11;2;1812820157;ATSH301;1;19;19;0;18;A
11;2;1812820158;ATSH301;1;20;19;0;19;A
11;2;1812820159;ATSH301;1;8;0;0;9;A
11;2;1812820160;ATSH301;1;18;18;0;18;A
11;1;1812820161;ATSH301;1;18;20;0;18;A
11;2;1912820101;ATSH301;1;20;18;0;18;A
11;2;1912820105;ATSH301;1;19;16;0;17;A
11;2;1912820110;ATSH301;1;18;19;0;18;A
11;2;1912820118;ATSH301;1;20;20;0;19;A
11;1;1912820120;ATSH301;1;19;18;0;18;A
11;2;1912820127;ATSH301;3;17;17;0;17;A
11;1;1912820129;ATSH301;1;15;20;0;17;A
11;1;1912820137;ATSH301;1;19;18;0;18;A
11;1;1912820140;ATSH301;1;20;20;0;19;A
11;1;1912820160;ATSH301;1;0;0;0;-1;A
11;2;1712820102;ATSH302;1;0;0;0;-1;A
11;1;1812820103;ATSH302;1;12;12;0;13;A
11;2;1812820130;ATSH302;1;14;16;0;15;A
11;2;1812820131;ATSH302;1;15;16;0;15;A
11;2;1812820132;ATSH302;1;14;16;0;15;A
11;2;1812820133;ATSH302;1;17;12;0;14;A
11;1;1812820134;ATSH302;1;16;16;0;15;A
11;2;1812820135;ATSH302;1;15;12;0;15;A
11;1;1812820136;ATSH302;1;16;16;0;15;A
11;2;1812820138;ATSH302;1;13;14;0;13;A
11;2;1812820140;ATSH302;1;18;16;0;17;A
11;2;1812820141;ATSH302;1;17;16;0;16;A
11;1;1812820142;ATSH302;1;14;12;0;14;A
11;2;1812820143;ATSH302;1;16;12;0;15;A
11;2;1812820145;ATSH302;1;15;14;0;16;A
11;2;1812820148;ATSH302;1;14;16;0;15;A
11;2;1812820149;ATSH302;1;16;18;0;17;A
11;2;1812820150;ATSH302;1;14;14;0;14;A
11;1;1812820151;ATSH302;1;15;16;0;15;A
11;2;1812820153;ATSH302;1;12;14;0;14;A
11;1;1812820154;ATSH302;1;17;16;0;15;A
11;2;1812820155;ATSH302;1;15;14;0;14;A
11;2;1812820157;ATSH302;1;12;16;0;15;A
11;2;1812820158;ATSH302;1;17;16;0;16;A
11;2;1812820159;ATSH302;1;12;5;0;11;A
11;2;1812820160;ATSH302;1;12;14;0;13;A
11;1;1812820161;ATSH302;1;17;16;0;15;A
11;2;1712820101;ATSH303;1;13;20;0;16;A
11;1;1812820111;ATSH303;1;14;10;0;13;A
11;2;1812820115;ATSH303;1;11;18;0;14;A
11;1;1812820122;ATSH303;1;16;20;0;17;A
11;2;1812820129;ATSH303;1;12;20;0;16;A
11;2;1812820131;ATSH303;1;14;18;0;16;A
11;2;1812820132;ATSH303;1;11;16;0;14;A
11;2;1812820133;ATSH303;1;13;14;0;14;A
11;1;1812820134;ATSH303;1;11;20;0;15;A
11;1;1812820136;ATSH303;1;10;20;0;15;A
11;2;1812820137;ATSH303;1;15;18;0;16;A
11;2;1812820138;ATSH303;1;11;16;0;14;A
11;2;1812820140;ATSH303;1;17;18;0;16;A
11;2;1812820141;ATSH303;1;10;16;0;13;A
11;1;1812820142;ATSH303;1;16;14;0;15;A
11;2;1812820143;ATSH303;1;15;8;0;13;A
11;2;1812820149;ATSH303;1;15;18;0;16;A
11;2;1812820150;ATSH303;1;8;12;0;12;A
11;1;1812820151;ATSH303;1;11;14;0;13;A
11;2;1812820153;ATSH303;1;11;10;0;12;A
11;1;1812820154;ATSH303;1;5;20;0;14;A
11;2;1812820155;ATSH303;1;8;18;0;13;A
11;2;1812820157;ATSH303;1;15;18;0;15;A
11;2;1812820158;ATSH303;1;14;18;0;15;A
11;2;1812820160;ATSH303;1;13;14;0;14;A
11;1;1812820161;ATSH303;1;14;10;0;12;A
11;2;1912820127;ATSH303;1;14;16;0;15;A
11;2;1812820115;ATSH304;1;13;14;0;15;A
11;2;1812820131;ATSH304;1;17;18;0;17;A
11;2;1812820132;ATSH304;1;16;8;0;13;A
11;2;1812820133;ATSH304;1;12;8;0;13;A
11;1;1812820134;ATSH304;1;16;10;0;15;A
11;2;1812820135;ATSH304;1;13;16;0;15;A
11;1;1812820136;ATSH304;1;15;10;0;14;A
11;2;1812820137;ATSH304;1;11;14;0;14;A
11;2;1812820138;ATSH304;1;13;10;0;13;A
11;2;1812820140;ATSH304;1;14;14;0;15;A
11;2;1812820141;ATSH304;1;16;14;0;15;A
11;1;1812820142;ATSH304;1;11;10;0;13;A
11;2;1812820145;ATSH304;1;16;8;0;14;A
11;2;1812820149;ATSH304;1;14;16;0;16;A
11;2;1812820150;ATSH304;1;13;12;0;13;A
11;1;1812820151;ATSH304;1;15;12;0;15;A
11;2;1812820153;ATSH304;1;13;12;0;14;A
11;1;1812820154;ATSH304;1;15;16;0;15;A
11;2;1812820155;ATSH304;1;14;14;0;15;A
11;2;1812820157;ATSH304;1;12;16;0;15;A
11;2;1812820158;ATSH304;1;14;18;0;16;A
11;2;1812820159;ATSH304;1;6;0;0;2;A
11;2;1812820160;ATSH304;1;14;10;0;14;A
11;1;1812820161;ATSH304;1;13;18;0;16;A
11;2;1712820102;ATSH305;1;0;0;0;0;A
11;2;1712820104;ATSH305;1;16;18;0;17;A
11;2;1712820109;ATSH305;1;18;18;0;17;A
11;2;1712820121;ATSH305;1;18;18;0;18;A
11;1;1812820101;ATSH305;1;18;18;0;18;A
11;2;1812820104;ATSH305;1;18;18;0;18;A
11;1;1812820107;ATSH305;1;18;18;0;18;A
11;2;1812820109;ATSH305;1;18;18;0;18;A
11;2;1812820110;ATSH305;1;18;18;0;18;A
11;1;1812820111;ATSH305;1;17;18;0;17;A
11;2;1812820112;ATSH305;1;18;18;0;18;A
11;2;1812820113;ATSH305;1;16;18;0;17;A
11;2;1812820116;ATSH305;1;17;18;0;17;A
11;1;1812820117;ATSH305;1;18;18;0;18;A
11;2;1812820118;ATSH305;1;0;0;0;0;A
11;1;1812820119;ATSH305;1;18;18;0;18;A
11;2;1812820120;ATSH305;1;18;18;0;18;A
11;2;1812820121;ATSH305;1;18;18;0;18;A
11;1;1812820122;ATSH305;1;16;18;0;17;A
11;1;1812820123;ATSH305;1;18;18;0;18;A
11;1;1812820125;ATSH305;1;17;18;0;17;A
11;2;1812820126;ATSH305;1;16;18;0;17;A
11;2;1812820129;ATSH305;1;18;18;0;18;A
11;2;1812820130;ATSH305;1;17;18;0;17;A
11;2;1712820102;ATSH306;1;0;0;0;0;A
11;2;1712820104;ATSH306;1;17;17;0;17;A
11;2;1712820108;ATSH306;1;15;17;0;16;A
11;2;1712820121;ATSH306;1;16;18;0;17;A
11;1;1812820101;ATSH306;1;15;17;0;16;A
11;2;1812820104;ATSH306;1;17;18;0;17;A
11;2;1812820105;ATSH306;1;20;19;0;19;A
11;1;1812820106;ATSH306;1;19;18;0;18;A
11;1;1812820107;ATSH306;1;16;16;0;16;A
11;2;1812820109;ATSH306;1;20;19;0;19;A
11;2;1812820110;ATSH306;1;17;18;0;18;A
11;1;1812820111;ATSH306;1;16;16;0;16;A
11;2;1812820112;ATSH306;1;19;18;0;18;A
11;2;1812820113;ATSH306;1;17;17;0;17;A
11;2;1812820116;ATSH306;1;15;17;0;16;A
11;1;1812820117;ATSH306;1;16;18;0;17;A
11;2;1812820118;ATSH306;1;0;0;0;0;A
11;1;1812820119;ATSH306;1;17;18;0;17;A
11;2;1812820120;ATSH306;1;16;18;0;17;A
11;2;1812820121;ATSH306;1;19;18;0;18;A
11;1;1812820122;ATSH306;1;17;17;0;17;A
11;1;1812820123;ATSH306;1;16;18;0;17;A
11;1;1812820124;ATSH306;1;20;19;0;19;A
11;1;1812820125;ATSH306;1;16;16;0;16;A
11;2;1812820126;ATSH306;1;17;17;0;17;A
11;1;1812820128;ATSH306;1;20;19;0;19;A
11;2;1812820129;ATSH306;1;19;18;0;18;A
11;2;1812820130;ATSH306;1;16;16;0;16;A
11;2;1712820102;ATSH307;1;0;0;0;0;A
11;2;1712820104;ATSH307;1;17;18;0;16;A
11;2;1712820109;ATSH307;1;18;18;0;17;A
11;2;1712820121;ATSH307;1;13;14;0;14;A
11;1;1812820101;ATSH307;1;16;16;0;16;A
11;2;1812820104;ATSH307;1;18;18;0;17;A
11;2;1812820105;ATSH307;1;20;20;0;19;A
11;1;1812820106;ATSH307;1;17;20;0;18;A
11;1;1812820107;ATSH307;1;16;12;0;14;A
11;2;1812820109;ATSH307;1;18;20;0;18;A
11;2;1812820110;ATSH307;1;18;12;0;15;A
11;2;1812820112;ATSH307;1;17;20;0;16;A
11;2;1812820113;ATSH307;1;20;16;0;16;A
11;2;1812820116;ATSH307;1;13;8;0;13;A
11;1;1812820117;ATSH307;1;14;14;0;15;A
11;2;1812820118;ATSH307;1;0;0;0;0;A
11;1;1812820119;ATSH307;1;18;14;0;16;A
11;2;1812820120;ATSH307;1;17;18;0;17;A
11;2;1812820121;ATSH307;1;17;18;0;16;A
11;1;1812820123;ATSH307;1;18;14;0;16;A
11;1;1812820124;ATSH307;1;19;16;0;17;A
11;1;1812820125;ATSH307;1;17;12;0;14;A
11;2;1812820126;ATSH307;1;17;16;0;16;A
11;1;1812820128;ATSH307;1;20;18;0;18;A
11;2;1812820130;ATSH307;1;18;10;0;14;A
11;2;1712820102;ATSH308;1;0;0;0;0;A
11;2;1712820104;ATSH308;1;14;14;0;15;A
11;1;1812820101;ATSH308;1;18;18;0;18;A
11;2;1812820104;ATSH308;1;16;16;0;16;A
11;2;1812820105;ATSH308;1;18;18;0;18;A
11;1;1812820106;ATSH308;1;17;20;0;18;A
11;1;1812820107;ATSH308;1;12;10;0;13;A
11;2;1812820109;ATSH308;1;18;20;0;18;A
11;2;1812820110;ATSH308;1;18;18;0;17;A
11;2;1812820112;ATSH308;1;17;20;0;17;A
11;2;1812820113;ATSH308;1;9;16;0;14;A
11;2;1812820116;ATSH308;1;11;18;0;15;A
11;1;1812820117;ATSH308;1;12;18;0;16;A
11;2;1812820118;ATSH308;1;0;0;0;0;A
11;1;1812820119;ATSH308;1;18;18;0;17;A
11;2;1812820120;ATSH308;1;15;18;0;17;A
11;2;1812820121;ATSH308;1;16;18;0;16;A
11;1;1812820122;ATSH308;1;13;18;0;15;A
